x1,x2,y_oakface,y_clybrkcm,y_distd_wn,y_oakface,y_oakface,y_sndpgaz1
3.75032,2666.44,0.97003,0.521655,0.975762,0.968954,0.973007,0.741202
3.75575,2662.58,0.966822,0.52146,0.975822,0.968536,0.974443,0.74235
3.7612,2658.72,0.965086,0.523158,0.975882,0.968123,0.973797,0.742415
3.76667,2654.86,0.965551,0.522885,0.975943,0.968188,0.973485,0.734543
3.77215,2651.01,0.964423,0.521792,0.976004,0.968544,0.972467,0.7362
3.77765,2647.15,0.966312,0.522714,0.976064,0.968471,0.973287,0.73237
3.78316,2643.29,0.966006,0.522902,0.976121,0.968511,0.972859,0.730117
3.7887,2639.43,0.966297,0.518947,0.976176,0.96836,0.972507,0.725563
3.79424,2635.57,0.963989,0.525144,0.976231,0.969839,0.972709,0.728509
3.79981,2631.71,0.962331,0.517932,0.976286,0.969632,0.973772,0.725781
3.80539,2627.85,0.96468,0.523615,0.976336,0.969099,0.972811,0.725284
3.81098,2623.99,0.965273,0.522828,0.976387,0.968257,0.973585,0.731481
3.8166,2620.13,0.96748,0.52384,0.976438,0.969471,0.971984,0.733377
3.82222,2616.28,0.966004,0.518683,0.976485,0.969257,0.971336,0.730674
3.82787,2612.42,0.96668,0.527912,0.97653,0.969147,0.972397,0.738817
3.83353,2608.56,0.963603,0.526032,0.976575,0.967822,0.972732,0.734663
3.83921,2604.7,0.963501,0.521496,0.97662,0.969736,0.97264,0.739195
3.84491,2600.84,0.964456,0.520937,0.976663,0.96842,0.973268,0.73977
3.85062,2596.98,0.962053,0.522361,0.976706,0.970374,0.973608,0.744075
3.85635,2593.12,0.965602,0.523432,0.976749,0.969436,0.972599,0.7481
3.8621,2589.26,0.967018,0.528523,0.976791,0.968964,0.973077,0.74675
3.86786,2585.41,0.965416,0.525175,0.976831,0.97054,0.97371,0.741444
3.87364,2581.55,0.962706,0.525797,0.976872,0.970803,0.973285,0.742518
3.87944,2577.69,0.964323,0.525959,0.976912,0.971794,0.973886,0.740887
3.88526,2573.83,0.965956,0.523781,0.97695,0.969176,0.973044,0.739441
3.89109,2569.97,0.965815,0.519356,0.976988,0.970435,0.972463,0.735435
3.89694,2566.11,0.9645,0.520061,0.977026,0.969835,0.973912,0.733742
3.90281,2562.25,0.966904,0.525248,0.977066,0.970427,0.972207,0.735553
3.9087,2558.39,0.96449,0.522163,0.977108,0.970601,0.971471,0.732326
3.9146,2554.53,0.964964,0.525228,0.977149,0.970455,0.971999,0.734828
3.92053,2550.68,0.965433,0.5237,0.97719,0.9704,0.971442,0.737742
3.92647,2546.82,0.964617,0.525371,0.977232,0.969276,0.971349,0.736958
3.93242,2542.96,0.965824,0.524837,0.977273,0.970112,0.971828,0.74112
3.9384,2539.1,0.963692,0.529442,0.977315,0.970027,0.971932,0.744445
3.9444,2535.24,0.962688,0.531554,0.977354,0.970134,0.971775,0.7483
3.95041,2531.38,0.963365,0.5298,0.977393,0.969754,0.971999,0.750567
3.95644,2527.52,0.964203,0.528373,0.977433,0.970681,0.969844,0.755592
3.96249,2523.66,0.963964,0.530975,0.97747,0.970657,0.971442,0.759346
3.96856,2519.81,0.962502,0.53235,0.977507,0.971145,0.971239,0.762734
3.97464,2515.95,0.963577,0.526649,0.977543,0.970899,0.970062,0.757232
3.98075,2512.09,0.965189,0.535226,0.977581,0.972443,0.97112,0.765651
3.98687,2508.23,0.963096,0.538372,0.977621,0.971583,0.97105,0.771152
3.99302,2504.37,0.961627,0.539838,0.977661,0.97179,0.970254,0.770316
3.99918,2500.51,0.961688,0.536308,0.977701,0.974357,0.969793,0.769072
4.00536,2496.65,0.9635,0.536643,0.977735,0.973811,0.969712,0.765635
4.01156,2492.79,0.961516,0.537844,0.977769,0.975482,0.969914,0.767733
4.01778,2488.94,0.963747,0.538265,0.977803,0.974236,0.969599,0.768095
4.02402,2485.08,0.9636,0.534359,0.977839,0.975226,0.968712,0.764331
4.03028,2481.22,0.962745,0.532653,0.977877,0.973934,0.969534,0.763773
4.03655,2477.36,0.962553,0.536027,0.977915,0.97553,0.969483,0.766336
4.04285,2473.5,0.962592,0.536138,0.977951,0.97508,0.9693,0.769345
4.04917,2469.64,0.963316,0.537673,0.977985,0.97599,0.969541,0.763588
4.05551,2465.78,0.961241,0.535885,0.97802,0.975455,0.969977,0.761714
4.06186,2461.92,0.962079,0.536702,0.978054,0.975776,0.968599,0.763998
4.06824,2458.06,0.963257,0.534197,0.978086,0.976409,0.96931,0.760829
4.07464,2454.21,0.961091,0.53573,0.978118,0.976588,0.968906,0.759101
4.08105,2450.35,0.96244,0.535156,0.978149,0.977328,0.969784,0.765368
4.08749,2446.49,0.96412,0.538425,0.978178,0.977109,0.969261,0.7689
4.09395,2442.63,0.963321,0.542607,0.978207,0.977911,0.968458,0.76858
4.10042,2438.77,0.961566,0.541759,0.978236,0.977183,0.968762,0.774771
4.10692,2434.91,0.962796,0.542562,0.978265,0.977644,0.968923,0.777808
4.11344,2431.05,0.959923,0.541489,0.978294,0.977224,0.969553,0.784528
4.11998,2427.19,0.963167,0.547437,0.978323,0.9778,0.969181,0.786694
4.12654,2423.34,0.962456,0.545374,0.97835,0.977431,0.969215,0.78862
4.13312,2419.48,0.960087,0.550437,0.978376,0.978464,0.968534,0.794863
4.13973,2415.62,0.960699,0.550044,0.978403,0.977308,0.967863,0.800921
4.14635,2411.76,0.96037,0.549633,0.978433,0.978175,0.967902,0.805073
4.15299,2407.9,0.960089,0.547887,0.978463,0.978299,0.967668,0.805451
4.15966,2404.04,0.959882,0.545578,0.978492,0.978009,0.967595,0.806033
4.16635,2400.18,0.958789,0.550892,0.978519,0.976215,0.968954,0.812513
4.17306,2396.32,0.957581,0.546539,0.978546,0.976841,0.968536,0.811094
4.17979,2392.46,0.961336,0.545024,0.978573,0.97762,0.968123,0.808808
4.18654,2388.61,0.961834,0.548148,0.978604,0.978012,0.968188,0.813588
4.19331,2384.75,0.964325,0.544867,0.978634,0.977155,0.968544,0.811864
4.20011,2380.89,0.963446,0.539441,0.978664,0.976786,0.968471,0.813713
4.20693,2377.03,0.962072,0.536875,0.978691,0.975506,0.968511,0.811537
4.21377,2373.17,0.957386,0.53609,0.978719,0.976138,0.96836,0.804218
4.22063,2369.31,0.961406,0.530221,0.978747,0.975277,0.969839,0.803242
4.22752,2365.45,0.959557,0.517841,0.978778,0.976193,0.969632,0.802461
4.23443,2361.59,0.960743,0.518356,0.978809,0.976294,0.969099,0.797811
4.24136,2357.74,0.959405,0.51652,0.978839,0.975801,0.968257,0.799344
4.24831,2353.88,0.958791,0.523395,0.978867,0.975509,0.969471,0.805541
4.25528,2350.02,0.961689,0.531936,0.978895,0.97453,0.969257,0.804544
4.26228,2346.16,0.962232,0.523067,0.978923,0.973801,0.969147,0.806743
4.2693,2342.3,0.957686,0.517381,0.978951,0.975263,0.967822,0.803586
4.27635,2338.44,0.969824,0.529088,0.978979,0.975756,0.969736,0.812747
4.28342,2334.58,0.962535,0.5225,0.97901,0.976895,0.96842,0.813828
4.29051,2330.72,0.960375,0.527827,0.979041,0.97627,0.970374,0.805486
4.29763,2326.86,0.959094,0.533223,0.979073,0.974674,0.969436,0.805205
4.30476,2323.01,0.957973,0.554239,0.979103,0.975464,0.968964,0.815138
4.31193,2319.15,0.956309,0.556358,0.979132,0.975982,0.97054,0.822061
4.31911,2315.29,0.959663,0.572301,0.979161,0.974737,0.970803,0.825485
4.32632,2311.43,0.956363,0.577546,0.979197,0.975406,0.971794,0.830751
4.33356,2307.57,0.9595,0.584427,0.979233,0.975387,0.969176,0.831421
4.34082,2303.71,0.957776,0.593035,0.979268,0.977616,0.970435,0.839621
4.3481,2299.85,0.960354,0.603983,0.979301,0.9763,0.969835,0.841389
4.35541,2295.99,0.958082,0.613082,0.979333,0.976411,0.970427,0.848807
4.36274,2292.14,0.96,0.618175,0.979365,0.975286,0.970601,0.855723
4.3701,2288.28,0.959561,0.622568,0.979394,0.975785,0.970455,0.859879
4.37748,2284.42,0.958461,0.628382,0.979424,0.975374,0.9704,0.869452
4.38489,2280.56,0.958561,0.635622,0.979448,0.974489,0.969276,0.87515
4.39232,2276.7,0.960742,0.639417,0.97947,0.975481,0.970112,0.881183
4.39978,2272.84,0.960195,0.642761,0.979492,0.97344,0.970027,0.887806
4.40726,2268.98,0.961191,0.65084,0.979511,0.973779,0.970134,0.894188
4.41477,2265.12,0.959795,0.653254,0.979529,0.971336,0.969754,0.898429
4.4223,2261.26,0.959294,0.660413,0.979547,0.971378,0.970681,0.903995
4.42986,2257.41,0.961677,0.662666,0.979562,0.974149,0.970657,0.911043
4.43745,2253.55,0.960112,0.668048,0.979577,0.973888,0.971145,0.914377
4.44506,2249.69,0.962757,0.67016,0.979592,0.975868,0.970899,0.914354
4.45269,2245.83,0.96099,0.675806,0.979607,0.975837,0.972443,0.91879
4.46036,2241.97,0.96063,0.678896,0.979622,0.974972,0.971583,0.922323
4.46805,2238.11,0.960361,0.67727,0.979633,0.973255,0.97179,0.924478
4.47577,2234.25,0.959337,0.68112,0.979645,0.973399,0.974357,0.925022
4.48351,2230.39,0.960415,0.683701,0.979659,0.973412,0.973811,0.925311
4.49128,2226.54,0.961325,0.684448,0.979675,0.972703,0.975482,0.9243
4.49908,2222.68,0.962606,0.682008,0.97969,0.972086,0.974236,0.921086
4.5069,2218.82,0.961736,0.681744,0.97971,0.973708,0.975226,0.915331
4.51475,2214.96,0.961,0.682751,0.979729,0.971855,0.973934,0.910608
4.52263,2211.1,0.961516,0.677802,0.979749,0.97182,0.97553,0.901415
4.53054,2207.24,0.962109,0.67854,0.979769,0.973124,0.97508,0.893967
4.53847,2203.38,0.962096,0.676364,0.979789,0.975716,0.97599,0.888914
4.54644,2199.52,0.961986,0.680463,0.979809,0.975074,0.975455,0.8794
4.55443,2195.67,0.961546,0.683719,0.979828,0.97102,0.975776,0.875083
4.56244,2191.81,0.961518,0.681835,0.979847,0.973916,0.976409,0.868916
4.57049,2187.95,0.962815,0.685644,0.979863,0.97355,0.976588,0.864728
4.57857,2184.09,0.962568,0.690972,0.979879,0.973934,0.977328,0.862958
4.58667,2180.23,0.96397,0.689169,0.979884,0.969945,0.977109,0.862654
4.5948,2176.37,0.961775,0.692344,0.979888,0.9732,0.977911,0.863423
4.60296,2172.51,0.964431,0.69314,0.97989,0.974855,0.977183,0.866383
4.61115,2168.65,0.963637,0.694877,0.97989,0.972111,0.977644,0.869251
4.61937,2164.79,0.963061,0.70152,0.97989,0.969287,0.977224,0.87278
4.62762,2160.94,0.962615,0.705722,0.97989,0.970387,0.9778,0.880611
4.6359,2157.08,0.96491,0.706984,0.97989,0.971949,0.977431,0.886264
4.64421,2153.22,0.965336,0.711508,0.97989,0.972068,0.978464,0.893229
4.65255,2149.36,0.964229,0.713256,0.97989,0.969213,0.977308,0.900047
4.66091,2145.5,0.965125,0.714352,0.97989,0.96509,0.978175,0.903818
4.66931,2141.64,0.964866,0.719225,0.97989,0.971872,0.978299,0.908938
4.67774,2137.78,0.963943,0.725762,0.97989,0.975319,0.978009,0.913868
4.6862,2133.92,0.964659,0.727004,0.97989,0.973038,0.976215,0.917821
4.69469,2130.07,0.964793,0.730008,0.97989,0.972906,0.976841,0.919962
4.70321,2126.21,0.964787,0.730533,0.97989,0.965412,0.97762,0.916
4.71176,2122.35,0.965595,0.731224,0.97989,0.970742,0.978012,0.913408
4.72034,2118.49,0.963802,0.73262,0.97989,0.970432,0.977155,0.911434
4.72896,2114.63,0.963771,0.734052,0.97989,0.969584,0.976786,0.907086
4.7376,2110.77,0.965056,0.735544,0.97989,0.969099,0.975506,0.908676
4.74628,2106.91,0.96505,0.737877,0.97989,0.970461,0.976138,0.90964
4.75499,2103.05,0.965402,0.737078,0.97989,0.971653,0.975277,0.910112
4.76373,2099.19,0.964517,0.739012,0.97989,0.971965,0.976193,0.913204
4.7725,2095.34,0.963714,0.74131,0.97989,0.971475,0.976294,0.913363
4.78131,2091.48,0.964986,0.741494,0.97989,0.972812,0.975801,0.915754
4.79014,2087.62,0.965048,0.745302,0.97989,0.974827,0.975509,0.917944
4.79902,2083.76,0.962477,0.74758,0.97989,0.974083,0.97453,0.922365
4.80792,2079.9,0.96342,0.749377,0.979894,0.971485,0.973801,0.926197
4.81686,2076.04,0.963747,0.751036,0.979899,0.971776,0.975263,0.926122
4.82583,2072.18,0.962836,0.75985,0.979914,0.971371,0.975756,0.933331
4.83483,2068.32,0.963983,0.759792,0.979932,0.970607,0.976895,0.935376
4.84387,2064.47,0.962516,0.767832,0.97995,0.971483,0.97627,0.943162
4.85294,2060.61,0.96239,0.771391,0.979968,0.97422,0.974674,0.948467
4.86204,2056.75,0.964883,0.77693,0.979989,0.974667,0.975464,0.950847
4.87118,2052.89,0.965134,0.783827,0.980017,0.974234,0.975982,0.954236
4.88035,2049.03,0.96422,0.792438,0.980044,0.97186,0.974737,0.960069
4.88956,2045.17,0.96436,0.798083,0.980072,0.972317,0.975406,0.964448
4.89881,2041.31,0.963522,0.800453,0.9801,0.971345,0.975387,0.967938
4.90808,2037.45,0.966353,0.81002,0.980132,0.973216,0.977616,0.969887
4.9174,2033.59,0.961983,0.816206,0.980165,0.968075,0.9763,0.972292
4.92675,2029.74,0.961094,0.823808,0.980193,0.973178,0.976411,0.975748
4.93613,2025.88,0.963167,0.828754,0.980221,0.974908,0.975286,0.973849
4.94555,2022.02,0.962491,0.830243,0.980253,0.973744,0.975785,0.974372
4.95501,2018.16,0.960993,0.835594,0.980286,0.973303,0.975374,0.976736
4.9645,2014.3,0.961554,0.83771,0.980317,0.973188,0.974489,0.976551
4.97403,2010.44,0.96158,0.844187,0.980345,0.973639,0.975481,0.979651
4.98359,2006.58,0.962409,0.84889,0.980374,0.974834,0.97344,0.9803
4.9932,2002.72,0.962088,0.853631,0.980403,0.972996,0.973779,0.980355
5.00283,1998.87,0.961935,0.856386,0.980432,0.973298,0.971336,0.980123
5.01251,1995.01,0.961753,0.857268,0.980461,0.97452,0.971378,0.979493
5.02223,1991.15,0.962516,0.859154,0.98049,0.974393,0.974149,0.979966
5.03198,1987.29,0.961578,0.858474,0.980519,0.972231,0.973888,0.979152
5.04177,1983.43,0.962001,0.860118,0.980549,0.975053,0.975868,0.978796
5.0516,1979.57,0.960359,0.86268,0.980578,0.976645,0.975837,0.979812
5.06146,1975.71,0.9619,0.861839,0.980607,0.975945,0.974972,0.979782
5.07137,1971.85,0.961355,0.863979,0.980638,0.976264,0.973255,0.978157
5.08131,1967.99,0.962709,0.862832,0.98067,0.976316,0.973399,0.980995
5.09129,1964.14,0.960857,0.862628,0.98071,0.978237,0.973412,0.979422
5.10132,1960.28,0.96096,0.864116,0.980749,0.980382,0.972703,0.980265
5.11138,1956.42,0.961682,0.864291,0.98079,0.978795,0.972086,0.981232
5.12148,1952.56,0.96182,0.864284,0.980835,0.975611,0.973708,0.980288
5.13162,1948.7,0.960544,0.867045,0.98089,0.977039,0.971855,0.981155
5.1418,1944.84,0.960595,0.867555,0.980946,0.979439,0.97182,0.980215
5.15202,1940.98,0.961088,0.86767,0.981002,0.977804,0.973124,0.978789
5.16229,1937.12,0.961476,0.870445,0.981058,0.974722,0.975716,0.979848
5.17259,1933.27,0.960493,0.870653,0.981116,0.977957,0.975074,0.982898
5.18294,1929.41,0.960404,0.873653,0.981171,0.979048,0.97102,0.981447
5.19332,1925.55,0.960156,0.876823,0.981222,0.975187,0.973916,0.981013
5.20375,1921.69,0.96051,0.877193,0.981274,0.978763,0.97355,0.979468
5.21422,1917.83,0.958854,0.875447,0.981327,0.973234,0.973934,0.98055
5.22473,1913.97,0.959529,0.880069,0.981379,0.973394,0.969945,0.981571
5.23529,1910.11,0.959089,0.883551,0.981432,0.972099,0.9732,0.983215
5.24589,1906.25,0.960636,0.885419,0.981485,0.973214,0.974855,0.980265
5.25653,1902.4,0.961635,0.889846,0.981538,0.970684,0.972111,0.981454
5.26721,1898.54,0.961104,0.892731,0.981592,0.970549,0.969287,0.984192
5.27794,1894.68,0.961107,0.89517,0.981645,0.970227,0.970387,0.986658
5.28871,1890.82,0.95909,0.897323,0.981704,0.966149,0.971949,0.985248
5.29953,1886.96,0.959833,0.900908,0.981764,0.96713,0.972068,0.987194
5.31039,1883.1,0.960888,0.902757,0.981835,0.968909,0.969213,0.982489
5.32129,1879.24,0.960695,0.905131,0.981908,0.968959,0.96509,0.987346
5.33224,1875.38,0.960459,0.905176,0.981984,0.967796,0.971872,0.986127
5.34323,1871.52,0.959177,0.905669,0.98206,0.967015,0.975319,0.987131
5.35427,1867.67,0.957455,0.904371,0.982138,0.966266,0.973038,0.988145
5.36536,1863.81,0.960941,0.904889,0.982219,0.965096,0.972906,0.986772
5.37649,1859.95,0.960878,0.904324,0.982303,0.960535,0.965412,0.988346
5.38767,1856.09,0.961575,0.904596,0.982382,0.961647,0.970742,0.986507
5.39889,1852.23,0.962924,0.900468,0.98246,0.964479,0.970432,0.985145
5.41016,1848.37,0.961384,0.895478,0.98254,0.964058,0.969584,0.984623
5.42148,1844.51,0.958628,0.893804,0.982619,0.963593,0.969099,0.983216
5.43285,1840.65,0.963593,0.890226,0.982699,0.958628,0.970461,0.982304
5.44426,1836.8,0.964058,0.886883,0.982779,0.961384,0.971653,0.983742
5.45572,1832.94,0.964479,0.888438,0.982859,0.962924,0.971965,0.98376
5.46723,1829.08,0.961647,0.882959,0.982936,0.961575,0.971475,0.981375
5.47879,1825.22,0.960535,0.880415,0.983011,0.960878,0.972812,0.985768
5.4904,1821.36,0.965096,0.883336,0.983091,0.960941,0.974827,0.982594
5.50206,1817.5,0.966266,0.8887,0.983174,0.957455,0.974083,0.984071
5.51376,1813.64,0.967015,0.891423,0.983261,0.959177,0.971485,0.984194
5.52552,1809.78,0.967796,0.893315,0.983353,0.960459,0.971776,0.985727
5.53733,1805.92,0.968959,0.896175,0.983448,0.960695,0.971371,0.987167
5.54918,1802.07,0.968909,0.899865,0.983553,0.960888,0.970607,0.984942
5.56109,1798.21,0.96713,0.901699,0.98366,0.959833,0.971483,0.987946
5.57305,1794.35,0.966149,0.900861,0.983769,0.95909,0.97422,0.989483
5.58506,1790.49,0.970227,0.901157,0.983881,0.961107,0.974667,0.989386
5.59712,1786.63,0.970549,0.902737,0.983994,0.961104,0.974234,0.990046
5.60924,1782.77,0.970684,0.90275,0.984115,0.961635,0.97186,0.987985
5.62141,1778.91,0.973214,0.90478,0.984236,0.960636,0.972317,0.990508
5.63363,1775.05,0.972099,0.902985,0.984358,0.959089,0.971345,0.990054
5.6459,1771.2,0.973394,0.900234,0.984488,0.959529,0.973216,0.987228
5.65823,1767.34,0.973234,0.900746,0.984623,0.958854,0.968075,0.987993
5.67061,1763.48,0.978763,0.900376,0.984765,0.96051,0.973178,0.987297
5.68304,1759.62,0.975187,0.899236,0.984913,0.960156,0.974908,0.987972
5.69553,1755.76,0.979048,0.899656,0.985068,0.960404,0.973744,0.987446
5.70808,1751.9,0.977957,0.895066,0.985231,0.960493,0.973303,0.987945
5.72068,1748.04,0.974722,0.894118,0.985396,0.961476,0.973188,0.988517
5.73334,1744.18,0.977804,0.892485,0.985566,0.961088,0.973639,0.990115
5.74605,1740.32,0.979439,0.896233,0.985732,0.960595,0.974834,0.98983
5.75882,1736.47,0.977039,0.897054,0.985892,0.960544,0.972996,0.987671
5.77164,1732.61,0.975611,0.896814,0.986053,0.96182,0.973298,0.985697
5.78453,1728.75,0.978795,0.898784,0.986208,0.961682,0.97452,0.987387
5.79747,1724.89,0.980382,0.899096,0.986356,0.96096,0.974393,0.987906
5.81047,1721.03,0.978237,0.900196,0.986488,0.960857,0.972231,0.989007
5.82352,1717.17,0.976316,0.900939,0.986614,0.962709,0.975053,0.990535
5.83664,1713.31,0.976264,0.901466,0.986732,0.961355,0.976645,0.991025
5.84982,1709.45,0.975945,0.904303,0.986827,0.9619,0.975945,0.990212
5.86305,1705.6,0.976645,0.904929,0.986913,0.960359,0.976264,0.991227
5.87635,1701.74,0.975053,0.905164,0.986986,0.962001,0.976316,0.99665
5.8897,1697.88,0.972231,0.904988,0.987038,0.961578,0.978237,0.993142
5.90312,1694.02,0.974393,0.907924,0.987052,0.962516,0.980382,0.993296
5.91659,1690.16,0.97452,0.908648,0.986999,0.961753,0.978795,0.987912
5.93013,1686.3,0.973298,0.914738,0.986795,0.961935,0.975611,0.988822
5.94373,1682.44,0.972996,0.910715,0.986498,0.962088,0.977039,0.99399
5.9574,1678.58,0.974834,0.914006,0.986098,0.962409,0.979439,0.994798
5.97113,1674.72,0.973639,0.916856,0.985538,0.96158,0.977804,0.990045
5.98492,1670.87,0.973188,0.914923,0.984875,0.961554,0.974722,0.991202
5.99877,1667.01,0.973303,0.921651,0.98411,0.960993,0.977957,0.987822
6.01269,1663.15,0.973744,0.920357,0.983162,0.962491,0.979048,0.992724
6.02667,1659.29,0.974908,0.923878,0.982173,0.963167,0.975187,0.989548
6.04072,1655.43,0.973178,0.920622,0.981155,0.961094,0.978763,0.987719
6.05483,1651.57,0.968075,0.921532,0.980172,0.961983,0.973234,0.987791
6.06901,1647.71,0.973216,0.926654,0.979295,0.966353,0.973394,0.983229
6.08326,1643.85,0.971345,0.928014,0.978549,0.963522,0.972099,0.986839
6.09757,1640.0,0.972317,0.929325,0.977993,0.96436,0.973214,0.981858
6.11195,1636.14,0.97186,0.925729,0.977508,0.96422,0.970684,0.984575
6.1264,1632.28,0.974234,0.928895,0.97699,0.965134,0.970549,0.986767
6.14092,1628.42,0.974667,0.932368,0.97644,0.964883,0.970227,0.984114
6.15551,1624.56,0.97422,0.932798,0.975908,0.96239,0.966149,0.988143
6.17016,1620.7,0.971483,0.934327,0.975474,0.962516,0.96713,0.983187
6.18489,1616.84,0.970607,0.934863,0.975176,0.963983,0.968909,0.984905
6.19969,1612.98,0.971371,0.939982,0.975046,0.962836,0.968959,0.986893
