,x1,x2,y_oakface,y_clybrkcm,y_distd_wn,x2,y_sndpgaz1
221,6.49491,1539.67,0.96509,0.916202,0.978684,1539.67,0.981446
220,6.51123,1535.81,0.969213,0.923613,0.978786,1535.81,0.982837
219,6.52763,1531.95,0.972068,0.927208,0.97888,1531.95,0.986381
218,6.54411,1528.09,0.971949,0.92804,0.978973,1528.09,0.986358
217,6.56068,1524.23,0.970387,0.92587,0.97907,1524.23,0.982609
216,6.57733,1520.37,0.969287,0.922755,0.979163,1520.37,0.98264
215,6.59407,1516.51,0.972111,0.928418,0.979255,1516.51,0.985615
214,6.61089,1512.65,0.974855,0.935578,0.979347,1512.65,0.985471
213,6.6278,1508.8,0.9732,0.930796,0.979445,1508.8,0.9877
212,6.64479,1504.94,0.969945,0.932628,0.979542,1504.94,0.990446
211,6.66187,1501.08,0.973934,0.93931,0.979629,1501.08,0.986402
210,6.67904,1497.22,0.97355,0.940927,0.979724,1497.22,0.985681
209,6.6963,1493.36,0.973916,0.945038,0.979818,1493.36,0.988986
208,6.71365,1489.5,0.97102,0.943561,0.979912,1489.5,0.986258
207,6.73109,1485.64,0.975074,0.943851,0.980002,1485.64,0.986629
206,6.74862,1481.78,0.975716,0.944936,0.980094,1481.78,0.986924
205,6.76624,1477.93,0.973124,0.94663,0.980192,1477.93,0.988191
204,6.78395,1474.07,0.97182,0.945506,0.980287,1474.07,0.98792
203,6.80175,1470.21,0.971855,0.948973,0.980372,1470.21,0.989916
202,6.81965,1466.35,0.973708,0.94646,0.980443,1466.35,0.990729
201,6.83765,1462.49,0.972086,0.950895,0.980506,1462.49,0.98995
200,6.85574,1458.63,0.972703,0.95134,0.980553,1458.63,0.987656
199,6.87392,1454.77,0.973412,0.952231,0.980598,1454.77,0.990574
198,6.8922,1450.91,0.973399,0.955545,0.98065,1450.91,0.991596
197,6.91058,1447.05,0.973255,0.955576,0.980718,1447.05,0.989834
196,6.92906,1443.2,0.974972,0.956283,0.980797,1443.2,0.988684
195,6.94764,1439.34,0.975837,0.954452,0.980881,1439.34,0.988657
194,6.96631,1435.48,0.975868,0.958996,0.980961,1435.48,0.989016
193,6.98509,1431.62,0.973888,0.958384,0.981033,1431.62,0.98989
192,7.00397,1427.76,0.974149,0.958784,0.981099,1427.76,0.988844
191,7.02295,1423.9,0.971378,0.960601,0.981166,1423.9,0.987851
190,7.04203,1420.04,0.971336,0.960383,0.98123,1420.04,0.98859
189,7.06122,1416.18,0.973779,0.962915,0.981288,1416.18,0.988153
188,7.08052,1412.33,0.97344,0.962078,0.981345,1412.33,0.990067
187,7.09991,1408.47,0.975481,0.960451,0.981393,1408.47,0.99041
186,7.11942,1404.61,0.974489,0.960502,0.981431,1404.61,0.985594
185,7.13903,1400.75,0.975374,0.961164,0.981471,1400.75,0.986942
184,7.15875,1396.89,0.975785,0.962418,0.98151,1396.89,0.985688
183,7.17858,1393.03,0.975286,0.963285,0.98155,1393.03,0.986658
182,7.19852,1389.17,0.976411,0.964371,0.98159,1389.17,0.988749
181,7.21858,1385.31,0.9763,0.964666,0.98165,1385.31,0.985347
180,7.23874,1381.45,0.977616,0.966905,0.981711,1381.45,0.985756
179,7.25902,1377.6,0.975387,0.967132,0.981772,1377.6,0.987506
178,7.27941,1373.74,0.975406,0.969796,0.981843,1373.74,0.984905
177,7.29991,1369.88,0.974737,0.970792,0.981893,1369.88,0.984708
176,7.32053,1366.02,0.975982,0.970771,0.981934,1366.02,0.981423
175,7.34127,1362.16,0.975464,0.971409,0.981975,1362.16,0.980083
174,7.36213,1358.3,0.974674,0.972067,0.982015,1358.3,0.982686
173,7.3831,1354.44,0.97627,0.97109,0.982052,1354.44,0.982605
172,7.4042,1350.58,0.976895,0.972178,0.982104,1350.58,0.981165
171,7.42541,1346.73,0.975756,0.972135,0.982161,1346.73,0.980925
170,7.44675,1342.87,0.975263,0.972837,0.982228,1342.87,0.981411
169,7.46821,1339.01,0.973801,0.974759,0.982299,1339.01,0.980005
168,7.48979,1335.15,0.97453,0.976974,0.982358,1335.15,0.979206
167,7.5115,1331.29,0.975509,0.975996,0.982412,1331.29,0.978938
166,7.53334,1327.43,0.975801,0.97498,0.982459,1327.43,0.979962
165,7.5553,1323.57,0.976294,0.975605,0.982494,1323.57,0.979143
164,7.57739,1319.71,0.976193,0.977913,0.982538,1319.71,0.977685
163,7.59961,1315.86,0.975277,0.978041,0.982582,1315.86,0.976909
162,7.62197,1312.0,0.976138,0.978752,0.982643,1312.0,0.974965
161,7.64445,1308.14,0.975506,0.980371,0.982718,1308.14,0.971675
160,7.66707,1304.28,0.976786,0.980911,0.982785,1304.28,0.974041
159,7.68982,1300.42,0.977155,0.982277,0.982849,1300.42,0.973516
158,7.7127,1296.56,0.978012,0.981636,0.982899,1296.56,0.971689
157,7.73573,1292.7,0.97762,0.982765,0.982944,1292.7,0.968033
156,7.75889,1288.84,0.976841,0.982847,0.982981,1288.84,0.966072
155,7.78219,1284.98,0.976215,0.982413,0.983019,1284.98,0.966901
154,7.80563,1281.13,0.978009,0.984421,0.983082,1281.13,0.965763
153,7.82921,1277.27,0.978299,0.983004,0.983153,1277.27,0.961749
152,7.85294,1273.41,0.978175,0.984707,0.983224,1273.41,0.958991
151,7.8768,1269.55,0.977308,0.984781,0.983286,1269.55,0.954945
150,7.90082,1265.69,0.978464,0.984796,0.983358,1265.69,0.949313
149,7.92498,1261.83,0.977431,0.984292,0.98343,1261.83,0.939923
148,7.94929,1257.97,0.9778,0.983918,0.983502,1257.97,0.929467
147,7.97375,1254.11,0.977224,0.98191,0.983568,1254.11,0.917344
146,7.99836,1250.26,0.977644,0.982227,0.983641,1250.26,0.905262
145,8.02312,1246.4,0.977183,0.978433,0.983701,1246.4,0.887606
144,8.04804,1242.54,0.977911,0.977862,0.983764,1242.54,0.870432
143,8.07311,1238.68,0.977109,0.9732,0.983819,1238.68,0.854176
142,8.09834,1234.82,0.977328,0.970864,0.98388,1234.82,0.832209
141,8.12373,1230.96,0.976588,0.970704,0.983941,1230.96,0.813229
140,8.14927,1227.1,0.976409,0.966699,0.983997,1227.1,0.789324
139,8.17498,1223.24,0.975776,0.964338,0.984053,1223.24,0.768631
138,8.20085,1219.38,0.975455,0.960865,0.984115,1219.38,0.751306
137,8.22688,1215.53,0.97599,0.958908,0.984171,1215.53,0.745867
136,8.25309,1211.67,0.97508,0.956874,0.984229,1211.67,0.740721
135,8.27945,1207.81,0.97553,0.954831,0.984293,1207.81,0.735749
134,8.30599,1203.95,0.973934,0.954655,0.98435,1203.95,0.73982
133,8.3327,1200.09,0.975226,0.95213,0.984409,1200.09,0.743368
132,8.35958,1196.23,0.974236,0.950257,0.984473,1196.23,0.750504
131,8.38663,1192.37,0.975482,0.952222,0.984541,1192.37,0.753888
130,8.41386,1188.51,0.973811,0.949229,0.984609,1188.51,0.762798
129,8.44127,1184.66,0.974357,0.949351,0.984679,1184.66,0.768317
128,8.46885,1180.8,0.97179,0.945722,0.984757,1180.8,0.774966
127,8.49662,1176.94,0.971583,0.945054,0.984835,1176.94,0.781428
126,8.52457,1173.08,0.972443,0.9441,0.984909,1173.08,0.783852
125,8.5527,1169.22,0.970899,0.943887,0.984993,1169.22,0.789286
124,8.58102,1165.36,0.971145,0.943196,0.985069,1165.36,0.797201
123,8.60953,1161.5,0.970657,0.944155,0.985147,1161.5,0.80844
122,8.63823,1157.64,0.970681,0.941051,0.985221,1157.64,0.819494
121,8.66712,1153.78,0.969754,0.940095,0.985302,1153.78,0.818177
120,8.6962,1149.93,0.970134,0.936745,0.985375,1149.93,0.809905
119,8.72548,1146.07,0.970027,0.934146,0.985451,1146.07,0.806307
118,8.75496,1142.21,0.970112,0.932123,0.985532,1142.21,0.797905
117,8.78464,1138.35,0.969276,0.93065,0.985616,1138.35,0.793431
116,8.81452,1134.49,0.9704,0.927388,0.985698,1134.49,0.788424
115,8.8446,1130.63,0.970455,0.92499,0.985789,1130.63,0.787093
114,8.87489,1126.77,0.970601,0.921705,0.98588,1126.77,0.786325
113,8.90539,1122.91,0.970427,0.916549,0.985981,1122.91,0.781768
112,8.9361,1119.06,0.969835,0.915384,0.986073,1119.06,0.779166
111,8.96702,1115.2,0.970435,0.912603,0.986176,1115.2,0.77376
110,8.99816,1111.34,0.969176,0.909158,0.986271,1111.34,0.771953
109,9.02951,1107.48,0.971794,0.906497,0.986363,1107.48,0.770946
108,9.06108,1103.62,0.970803,0.900336,0.986459,1103.62,0.766246
107,9.09287,1099.76,0.97054,0.898819,0.986555,1099.76,0.764627
106,9.12489,1095.9,0.968964,0.898463,0.986649,1095.9,0.761916
105,9.15713,1092.04,0.969436,0.894383,0.986748,1092.04,0.756727
104,9.18961,1088.18,0.970374,0.895487,0.986844,1088.18,0.753778
103,9.22231,1084.33,0.96842,0.897023,0.986943,1084.33,0.752999
102,9.25525,1080.47,0.969736,0.897182,0.987051,1080.47,0.751125
101,9.28842,1076.61,0.967822,0.90027,0.987155,1076.61,0.749404
100,9.32183,1072.75,0.969147,0.901548,0.987272,1072.75,0.748256
99,9.35548,1068.89,0.969257,0.905105,0.98739,1068.89,0.76046
98,9.38938,1065.03,0.969471,0.908102,0.987509,1065.03,0.77355
97,9.42352,1061.17,0.968257,0.910958,0.987675,1061.17,0.792496
96,9.45792,1057.31,0.969099,0.915342,0.987926,1057.31,0.806231
95,9.49256,1053.46,0.969632,0.917649,0.988238,1053.46,0.822109
94,9.52746,1049.6,0.969839,0.921357,0.988557,1049.6,0.835661
93,9.56262,1045.74,0.96836,0.923025,0.988838,1045.74,0.84748
92,9.59803,1041.88,0.968511,0.923442,0.989029,1041.88,0.852949
91,9.63371,1038.02,0.968471,0.923979,0.989088,1038.02,0.866789
90,9.66966,1034.16,0.968544,0.925236,0.989057,1034.16,0.871058
89,9.70588,1030.3,0.968188,0.925652,0.988984,1030.3,0.876438
88,9.74236,1026.44,0.968123,0.929184,0.988926,1026.44,0.883656
87,9.77913,1022.58,0.968536,0.927557,0.988931,1022.58,0.887252
86,9.81617,1018.73,0.968954,0.929244,0.989053,1018.73,0.892624
85,9.85349,1014.87,0.967595,0.929399,0.98919,1014.87,0.895315
84,9.8911,1011.01,0.967668,0.931071,0.989333,1011.01,0.898134
83,9.929,1007.15,0.967902,0.93289,0.989494,1007.15,0.902389
82,9.96719,1003.29,0.967863,0.933884,0.989667,1003.29,0.905652
81,10.0057,999.433,0.968534,0.936036,0.98985,999.433,0.910612
80,10.0444,995.574,0.969215,0.936058,0.990044,995.574,0.912724
79,10.0835,991.715,0.969181,0.935901,0.990237,991.715,0.916219
78,10.1229,987.857,0.969553,0.935948,0.990424,987.857,0.924643
77,10.1626,983.998,0.968923,0.936973,0.990603,983.998,0.926837
76,10.2026,980.139,0.968762,0.938578,0.990783,980.139,0.929822
75,10.243,976.28,0.968458,0.935836,0.990954,976.28,0.933917
74,10.2836,972.421,0.969261,0.936911,0.991124,972.421,0.935825
73,10.3246,968.562,0.969784,0.938478,0.991288,968.562,0.9392
72,10.3659,964.704,0.968906,0.937481,0.991453,964.704,0.94646
71,10.4075,960.845,0.96931,0.937668,0.991605,960.845,0.946621
70,10.4495,956.986,0.968599,0.938996,0.991752,956.986,0.949756
69,10.4918,953.127,0.969977,0.93996,0.9919,953.127,0.949849
68,10.5344,949.268,0.969541,0.94015,0.992031,949.268,0.953026
67,10.5774,945.41,0.9693,0.939083,0.99216,945.41,0.957449
66,10.6208,941.551,0.969483,0.939446,0.99228,941.551,0.955813
65,10.6645,937.692,0.969534,0.942166,0.992397,937.692,0.956222
64,10.7085,933.833,0.968712,0.941088,0.992502,933.833,0.959404
63,10.753,929.974,0.969599,0.944259,0.992601,929.974,0.958823
62,10.7978,926.115,0.969914,0.945946,0.99269,926.115,0.961485
61,10.843,922.257,0.969712,0.945744,0.992768,922.257,0.961378
60,10.8885,918.398,0.969793,0.947215,0.992831,918.398,0.957789
59,10.9345,914.539,0.970254,0.948826,0.992887,914.539,0.959077
58,10.9808,910.68,0.97105,0.95083,0.992923,910.68,0.961172
57,11.0275,906.821,0.97112,0.952641,0.99295,906.821,0.963452
56,11.0746,902.963,0.970062,0.953521,0.992951,902.963,0.964708
55,11.1222,899.104,0.971239,0.955428,0.992937,899.104,0.963583
54,11.1701,895.245,0.971442,0.955853,0.992897,895.245,0.965713
53,11.2185,891.386,0.969844,0.958893,0.992838,891.386,0.966578
52,11.2672,887.527,0.971999,0.95957,0.99275,887.527,0.964253
51,11.3164,883.669,0.971775,0.961001,0.992642,883.669,0.964056
50,11.3661,879.81,0.971932,0.961345,0.992513,879.81,0.967399
49,11.4162,875.951,0.971828,0.962651,0.992354,875.951,0.967682
48,11.4667,872.092,0.971349,0.964266,0.992177,872.092,0.968903
47,11.5176,868.233,0.971442,0.963436,0.991968,868.233,0.968749
46,11.569,864.374,0.971999,0.96446,0.991731,864.374,0.971611
45,11.6209,860.516,0.971471,0.968846,0.991468,860.516,0.971902
44,11.6733,856.657,0.972207,0.967879,0.991163,856.657,0.972056
43,11.7261,852.798,0.973912,0.968206,0.990818,852.798,0.972995
42,11.7794,848.939,0.972463,0.97148,0.990434,848.939,0.97105
41,11.8332,845.08,0.973044,0.972734,0.990012,845.08,0.975858
40,11.8875,841.222,0.973886,0.97355,0.989537,841.222,0.978918
39,11.9422,837.363,0.973285,0.975251,0.989008,837.363,0.97726
38,11.9975,833.504,0.97371,0.975561,0.988435,833.504,0.98176
37,12.0533,829.645,0.973077,0.978042,0.987814,829.645,0.982151
36,12.1097,825.786,0.972599,0.978951,0.987139,825.786,0.981744
35,12.1665,821.927,0.973608,0.981629,0.986433,821.927,0.981257
34,12.2239,818.069,0.973268,0.97973,0.985691,818.069,0.988638
33,12.2818,814.21,0.97264,0.980358,0.984925,814.21,0.988422
32,12.3403,810.351,0.972732,0.98232,0.984135,810.351,0.993623
31,12.3994,806.492,0.972397,0.982834,0.983328,806.492,0.981517
30,12.459,802.633,0.971336,0.980054,0.982524,802.633,0.967423
29,12.5192,798.775,0.971984,0.978156,0.98172,798.775,0.959671
28,12.5799,794.916,0.973585,0.978525,0.980921,794.916,0.954565
27,12.6413,791.057,0.972811,0.977966,0.980124,791.057,0.955364
26,12.7033,787.198,0.973772,0.976157,0.979331,787.198,0.95319
25,12.7658,783.339,0.972709,0.975065,0.978539,783.339,0.947112
24,12.829,779.48,0.972507,0.975897,0.977748,779.48,0.939739
23,12.8929,775.622,0.972859,0.97285,0.976951,775.622,0.940332
22,12.9573,771.763,0.973287,0.974911,0.976145,771.763,0.94468
21,13.0224,767.904,0.972467,0.974112,0.975321,767.904,0.949052
20,13.0882,764.045,0.973485,0.976637,0.974483,764.045,0.951206
19,13.1547,760.186,0.973797,0.974034,0.973628,760.186,0.954162
18,13.2218,756.328,0.974443,0.974577,0.972755,756.328,0.959679
17,13.2896,752.469,0.973007,0.975928,0.971873,752.469,0.968567
16,13.3581,748.61,0.973089,0.97523,0.971004,748.61,0.972335
15,13.4273,744.751,0.971772,0.976171,0.970144,744.751,0.969551
14,13.4972,740.892,0.972386,0.976827,0.969304,740.892,0.972823
13,13.5679,737.033,0.97245,0.974822,0.968476,737.033,0.977132
12,13.6393,733.175,0.974574,0.97668,0.967651,733.175,0.979717
11,13.7115,729.316,0.971533,0.97601,0.966838,729.316,0.979793
10,13.7844,725.457,0.972774,0.978155,0.966039,725.457,0.980885
9,13.8581,721.598,0.972855,0.976457,0.965265,721.598,0.978865
8,13.9326,717.739,0.97368,0.982274,0.964528,717.739,0.986147
7,14.0079,713.881,0.973051,0.981619,0.963829,713.881,0.982565
6,14.0841,710.022,0.973456,0.977683,0.963143,710.022,0.985176
5,14.161,706.163,0.972621,0.979824,0.96246,706.163,0.988489
4,14.2388,702.304,0.975639,0.979622,0.961771,702.304,0.981076
3,14.3175,698.445,0.974131,0.979524,0.961102,698.445,0.986385
2,14.397,694.587,0.975169,0.976188,0.960436,694.587,0.982283
1,14.4775,690.728,0.974855,0.975476,0.959794,690.728,0.984235
0,14.5588,686.869,0.973462,0.977953,0.959163,686.869,0.981849
